,heart_rate,tidal_volume_adjusted,cadence,step,activity,NN_interval,temperature_celcius,time,Activity
0,70,0,0,1,0,0.384,34.94958381,8:59:18,go change in WC
1,70,0,0,1,0,0.399,34.94958381,8:59:19,go change in WC
2,70,0,0,1,0,0.404,34.94958381,8:59:20,go change in WC
3,70,0,0,1,0,0.391,34.97413295,8:59:21,go change in WC
4,70,0,0,1,0,0.395,34.94958381,8:59:22,go change in WC
5,70,0,0,1,0.015625,0.395,34.94958381,8:59:23,go change in WC
6,70,448,0,1,0.046875,0.4,34.94958381,8:59:24,go change in WC
7,70,448,0,1,0.0859375,0.395,34.94958381,8:59:25,go change in WC
8,70,448,0,1,0.25,0.395,34.97413295,8:59:26,go change in WC
9,120,516,0,1,0.2265625,0.4,34.94958381,8:59:27,go change in WC
10,124,435,0,2,0.234375,0.395,34.92504307,8:59:28,go change in WC
11,123,435,0,2,0.1953125,0.4,34.87598674,8:59:29,go change in WC
12,117,571,0,2,0.20703125,0.395,34.92504307,8:59:30,go change in WC
13,117,571,0,2,0.171875,0.391,34.90051072,8:59:31,go change in WC
14,117,571,0,2,0.0859375,0.399,34.92504307,8:59:32,go change in WC
15,116,1495,0,2,0.09375,0.387,34.92504307,8:59:33,go change in WC
16,116,1495,0,2,0.14453125,0.408,34.90051072,8:59:34,go change in WC
17,116,1495,0,2,0.0703125,0.403,34.92504307,8:59:35,go change in WC
18,103,2529,0,2,0.0625,0.387,34.87598674,8:59:36,go change in WC
19,110,2529,0,2,0.03515625,0.4,34.90051072,8:59:37,go change in WC
20,110,843,0,2,0.0859375,0.411,34.90051072,8:59:38,go change in WC
21,110,843,0,2,0.0625,0.408,34.90051072,8:59:39,go change in WC
22,100,843,0,2,0.0546875,0.387,34.92504307,8:59:40,go change in WC
23,100,843,0,2,0.0546875,0.395,34.87598674,8:59:41,go change in WC
24,94,843,0,2,0.08203125,0.408,34.87598674,8:59:42,go change in WC
25,94,2447,0,2,0.05859375,0.408,34.85147112,8:59:43,go change in WC
26,94,2447,0,2,0.06640625,0.387,34.85147112,8:59:44,go change in WC
27,94,707,0,2,0.09765625,0.403,34.85147112,8:59:45,go change in WC
28,92,707,0,2,0.11328125,0.4,34.85147112,8:59:46,go change in WC
29,98,693,0,2,0.12890625,0.407,34.85147112,8:59:47,go change in WC
30,93,693,0,2,0.03125,0.387,34.85147112,8:59:48,go change in WC
31,89,693,0,2,0.015625,0.404,34.82696385,8:59:49,go change in WC
32,84,2284,0,2,0.01953125,0.407,34.82696385,8:59:50,go change in WC
33,81,2284,0,2,0.015625,0.412,34.82696385,8:59:51,go change in WC
34,81,2284,0,2,0.015625,0.395,34.80246489,8:59:52,go change in WC
35,79,2284,0,2,0.015625,0.42,34.82696385,8:59:53,go change in WC
36,79,2284,0,2,0.015625,0.423,34.80246489,8:59:54,go change in WC
37,79,2284,0,2,0,0.427,34.87598674,8:59:55,go change in WC
38,79,2284,0,2,0.015625,0.423,34.82696385,8:59:56,go change in WC
39,75,2284,0,2,0.015625,0.427,34.82696385,8:59:57,go change in WC
40,77,2284,0,2,0.015625,0.423,34.80246489,8:59:58,go change in WC
41,73,2284,0,2,0.0234375,0.431,34.80246489,8:59:59,go change in WC
42,76,2284,0,2,0.0234375,0.423,34.80246489,9:00:00,go change in WC
43,79,2284,0,2,0.01953125,0.44,34.80246489,9:00:01,go change in WC
44,76,2284,0,2,0.0234375,0.435,34.80246489,9:00:02,go change in WC
45,74,2284,0,2,0.0234375,0.435,34.77797424,9:00:03,go change in WC
46,74,2284,0,2,0.03125,0.444,34.77797424,9:00:04,go change in WC
47,74,775,0,2,0.0234375,0.439,34.82696385,9:00:05,go change in WC
48,74,775,0,2,0.06640625,0.444,34.80246489,9:00:06,go change in WC
49,75,775,0,2,0.02734375,0.448,34.75349187,9:00:07,go change in WC
50,75,2080,0,2,0.08203125,0.443,34.77797424,9:00:08,go change in WC
51,75,2080,0,2,0.015625,0.444,34.77797424,9:00:09,go change in WC
52,75,2080,0,2,0,0.443,34.77797424,9:00:10,go change in WC
53,75,1482,0,2,0,0.448,34.75349187,9:00:11,go change in WC
54,75,1482,0,2,0,0.447,34.77797424,9:00:12,go change in WC
55,75,1482,0,2,0,0.448,34.75349187,9:00:13,go change in WC
56,75,951,0,2,0,0.448,34.75349187,9:00:14,go change in WC
57,75,951,0,2,0,0.456,34.75349187,9:00:15,go change in WC
58,75,951,0,2,0,0.447,34.77797424,9:00:16,go change in WC
59,73,951,0,2,0,0.456,34.75349187,9:00:17,go change in WC
60,72,870,0,2,0,0.456,34.75349187,9:00:18,go change in WC
61,71,870,0,2,0.04296875,0.46,34.70455195,9:00:19,go change in WC
62,71,911,0,2,0.03125,0.448,34.75349187,9:00:20,go change in WC
63,70,911,0,2,0.0234375,0.46,34.77797424,9:00:21,go change in WC
64,70,911,0,2,0.02734375,0.455,34.75349187,9:00:22,go change in WC
65,70,652,0,2,0.01953125,0.452,34.77797424,9:00:23,go change in WC
66,70,652,0,2,0.01953125,0.46,34.75349187,9:00:24,go change in WC
67,70,652,0,2,0.01953125,0.44,34.72901778,9:00:25,go change in WC
68,70,652,0,2,0.03515625,0.443,34.75349187,9:00:26,go change in WC
69,70,652,0,2,0.1015625,0.436,34.75349187,9:00:27,go change in WC
70,70,1400,0,2,0.02734375,0.443,34.72901778,9:00:28,go change in WC
71,70,1400,0,2,0.0546875,0.444,34.75349187,9:00:29,go change in WC
72,68,1400,0,2,0.0703125,0.439,34.75349187,9:00:30,go change in WC
73,70,1400,0,2,0.01953125,0.44,34.75349187,9:00:31,go change in WC
74,68,1400,0,2,0.015625,0.439,34.75349187,9:00:32,go change in WC
75,68,1523,0,2,0.015625,0.439,34.75349187,9:00:33,go change in WC
76,70,1523,0,2,0.0234375,0.432,34.72901778,9:00:34,go change in WC
77,68,1523,0,2,0.0234375,0.435,34.75349187,9:00:35,go change in WC
78,72,761,0,2,0.02734375,0.439,34.75349187,9:00:36,go change in WC
79,72,761,0,2,0.015625,0.444,34.75349187,9:00:37,go change in WC
80,72,734,0,2,0.015625,0.448,34.72901778,9:00:38,go change in WC
81,72,734,0,2,0.0703125,0.448,34.75349187,9:00:39,go change in WC
82,72,734,0,2,0.0859375,0.463,34.70455195,9:00:40,go change in WC
83,72,1808,0,2,0.015625,0.463,34.75349187,9:00:41,go change in WC
84,71,1808,0,2,0.015625,0.46,34.75349187,9:00:42,go change in WC
85,71,1808,0,2,0.015625,0.456,34.75349187,9:00:43,go change in WC
86,71,543,0,2,0.015625,0.463,34.75349187,9:00:44,go change in WC
87,71,543,0,2,0.015625,0.463,34.77797424,9:00:45,go change in WC
88,71,679,0,2,0.015625,0.467,34.72901778,9:00:46,go change in WC
89,71,679,0,2,0.01953125,0.456,34.75349187,9:00:47,go change in WC
90,72,679,0,2,0.0234375,0.46,34.75349187,9:00:48,go change in WC
91,73,679,0,2,0.0234375,0.46,34.75349187,9:00:49,go change in WC
92,77,679,0,2,0.01953125,0.463,34.70455195,9:00:50,go change in WC
93,79,965,0,2,0.04296875,0.46,34.75349187,9:00:51,go change in WC
94,86,965,0,2,0.11328125,0.456,34.75349187,9:00:52,go change in WC
95,92,1890,0,3,0.25390625,0.455,34.72901778,9:00:53,go change in WC
96,92,1890,0,3,0.09375,0.46,34.75349187,9:00:54,go change in WC
97,92,1890,0,3,0.02734375,0.468,34.75349187,9:00:55,go change in WC
98,92,1482,0,3,0.01953125,0.439,34.75349187,9:00:56,go change in WC
99,92,1482,0,3,0.02734375,0.46,34.75349187,9:00:57,go change in WC
100,97,870,0,3,0.0234375,0.456,34.75349187,9:00:58,go change in WC
101,97,870,0,3,0.02734375,0.46,34.75349187,9:00:59,go change in WC
102,97,870,0,3,0.02734375,0.46,34.75349187,9:01:00,go change in WC
103,97,897,0,3,0.03125,0.456,34.75349187,9:01:01,go change in WC
104,105,897,0,3,0.01953125,0.455,34.75349187,9:01:02,go change in WC
105,106,897,0,3,0.0234375,0.456,34.75349187,9:01:03,go change in WC
106,106,856,0,3,0.0234375,0.46,34.75349187,9:01:04,go change in WC
107,106,856,0,3,0.015625,0.463,34.75349187,9:01:05,go change in WC
108,106,883,0,3,0.015625,0.463,34.72901778,9:01:06,go change in WC
109,103,883,0,3,0.03125,0.456,34.75349187,9:01:07,go change in WC
110,103,883,0,3,0.0234375,0.46,34.77797424,9:01:08,go change in WC
111,111,911,0,3,0.21875,0.452,34.77797424,9:01:09,go change in WC
112,115,911,0,3,0.16015625,0.452,34.75349187,9:01:10,go change in WC
113,115,1727,0,3,0.2421875,0.451,34.75349187,9:01:11,go change in WC
114,131,1727,0,3,0.16015625,0.456,34.75349187,9:01:12,go change in WC
115,131,1727,0,3,0.046875,0.444,34.75349187,9:01:13,go change in WC
116,131,1727,0,3,0.02734375,0.452,34.77797424,9:01:14,go change in WC
117,131,829,0,3,0.01953125,0.46,34.77797424,9:01:15,go change in WC
118,140,829,0,3,0.01953125,0.471,34.77797424,9:01:16,go change in WC
119,144,829,0,3,0.01953125,0.439,34.77797424,9:01:17,go change in WC
120,144,707,0,3,0.0234375,0.456,34.77797424,9:01:18,go change in WC
121,135,707,0,3,0.03125,0.467,34.77797424,9:01:19,go change in WC
122,138,707,0,3,0.23828125,0.46,34.77797424,9:01:20,go change in WC
123,145,707,0,3,0.12109375,0.463,34.77797424,9:01:21,go change in WC
124,135,2488,0,3,0.046875,0.463,34.77797424,9:01:22,go change in WC
125,135,2488,0,3,0.0703125,0.48,34.80246489,9:01:23,go change in WC
126,135,2488,0,3,0.05078125,0.479,34.77797424,9:01:24,go change in WC
127,134,2488,0,3,0.140625,0.488,34.77797424,9:01:25,go change in WC
128,136,2488,0,3,0.15625,0.484,34.75349187,9:01:26,go change in WC
129,136,802,0,3,0.109375,0.483,34.77797424,9:01:27,go change in WC
130,136,516,0,3,0.03515625,0.5,34.77797424,9:01:28,go change in WC
131,136,516,0,3,0.015625,0.484,34.75349187,9:01:29,go change in WC
132,128,516,0,3,0,0.479,34.77797424,9:01:30,go change in WC
133,122,516,0,3,0.015625,0.488,34.77797424,9:01:31,go change in WC
134,119,843,0,3,0,0.488,34.77797424,9:01:32,go change in WC
135,113,843,0,3,0.0234375,0.5,34.82696385,9:01:33,go change in WC
136,113,843,0,3,0.17578125,0.507,34.80246489,9:01:34,go change in WC
137,113,2325,0,3,0.16015625,0.42,34.77797424,9:01:35,go change in WC
138,113,2325,0,3,0.046875,0.415,34.77797424,9:01:36,go change in WC
139,110,1128,0,3,0.04296875,0.412,34.75349187,9:01:37,go change in WC
140,98,1128,0,3,0.03125,0.423,34.77797424,9:01:38,go change in WC
141,98,1128,0,3,0.02734375,0.42,34.77797424,9:01:39,go change in WC
142,95,870,0,3,0.10546875,0.412,34.77797424,9:01:40,go change in WC
143,93,870,0,3,0.0703125,0.419,34.77797424,9:01:41,go change in WC
144,91,870,0,3,0.0390625,0.396,34.75349187,9:01:42,go change in WC
145,91,1686,0,3,0.0390625,0.419,34.77797424,9:01:43,go change in WC
146,91,1686,0,3,0.02734375,0.439,34.77797424,9:01:44,go change in WC
147,91,815,0,4,0.1171875,0.415,34.75349187,9:01:45,go change in WC
148,91,815,0,4,0.04296875,0.42,34.77797424,9:01:46,go change in WC
149,93,815,0,4,0.13671875,0.419,34.77797424,9:01:47,go change in WC
150,93,1237,0,4,0.0546875,0.42,34.75349187,9:01:48,go change in WC
151,93,1237,0,4,0.03125,0.415,34.75349187,9:01:49,go change in WC
152,92,951,0,4,0.02734375,0.419,34.77797424,9:01:50,go change in WC
153,91,951,0,5,0.2421875,0.42,34.75349187,9:01:51,go change in WC
154,91,625,0,5,0.1171875,0.419,34.77797424,9:01:52,go change in WC
155,91,625,0,5,0.0234375,0.415,34.77797424,9:01:53,go change in WC
156,91,625,0,5,0.05859375,0.415,34.75349187,9:01:54,go change in WC
157,90,924,0,5,0.06640625,0.424,34.75349187,9:01:55,go change in WC
158,90,924,0,5,0.046875,0.419,34.75349187,9:01:56,go change in WC
159,90,924,0,5,0.03125,0.42,34.77797424,9:01:57,go change in WC
160,92,1169,0,5,0.03125,0.424,34.75349187,9:01:58,go change in WC
161,92,1169,0,5,0.01953125,0.423,34.75349187,9:01:59,go change in WC
162,92,1169,0,5,0.01953125,0.427,34.75349187,9:02:00,go change in WC
163,93,897,0,5,0.02734375,0.42,34.75349187,9:02:01,go change in WC
164,96,897,0,5,0.05078125,0.424,34.77797424,9:02:02,go change in WC
165,95,897,0,5,0.05078125,0.423,34.77797424,9:02:03,go change in WC
166,86,965,0,5,0.02734375,0.432,34.75349187,9:02:04,go change in WC
167,86,965,0,5,0.01953125,0.427,34.75349187,9:02:05,go change in WC
168,96,965,0,5,0.02734375,0.427,34.75349187,9:02:06,go change in WC
169,96,965,0,5,0.0234375,0.424,34.75349187,9:02:07,go change in WC
170,96,965,0,5,0.01953125,0.427,34.75349187,9:02:08,go change in WC
171,96,965,0,5,0.02734375,0.436,34.75349187,9:02:09,go change in WC
172,98,992,0,5,0.08203125,0.431,34.75349187,9:02:10,go change in WC
173,100,992,0,5,0.05859375,0.439,34.75349187,9:02:11,go change in WC
174,100,992,0,5,0.08984375,0.432,34.75349187,9:02:12,go change in WC
175,100,1115,0,5,0.04296875,0.439,34.77797424,9:02:13,go change in WC
176,100,1115,0,5,0.02734375,0.439,34.75349187,9:02:14,go change in WC
177,100,1115,0,5,0.015625,0.439,34.72901778,9:02:15,go change in WC
178,100,747,0,5,0.01953125,0.439,34.75349187,9:02:16,go change in WC
179,100,747,0,5,0.03125,0.436,34.75349187,9:02:17,go change in WC
180,100,747,0,5,0.01953125,0.443,34.72901778,9:02:18,go change in WC
181,100,815,0,5,0.02734375,0.448,34.75349187,9:02:19,go change in WC
182,97,815,0,5,0.05078125,0.443,34.72901778,9:02:20,go change in WC
183,98,815,0,5,0.04296875,0.436,34.75349187,9:02:21,go change in WC
184,84,639,0,5,0.02734375,0.448,34.75349187,9:02:22,go change in WC
185,86,639,0,5,0.03125,0.447,34.75349187,9:02:23,go change in WC
186,87,2216,0,5,0.078125,0.448,34.75349187,9:02:24,go change in WC
187,81,2216,0,5,0.0390625,0.444,34.75349187,9:02:25,go change in WC
188,81,2216,0,5,0.03125,0.443,34.72901778,9:02:26,go change in WC
189,79,1142,0,5,0.03125,0.455,34.72901778,9:02:27,go change in WC
190,79,1142,0,5,0.04296875,0.451,34.72901778,9:02:28,go change in WC
191,79,1142,0,5,0.03125,0.452,34.75349187,9:02:29,go change in WC
192,80,815,0,5,0.02734375,0.451,34.72901778,9:02:30,go change in WC
193,80,815,0,5,0.08203125,0.463,34.72901778,9:02:31,go change in WC
194,80,1142,0,5,0.03515625,0.467,34.75349187,9:02:32,go change in WC
195,80,1142,0,5,0.04296875,0.455,34.75349187,9:02:33,go change in WC
196,80,1142,0,5,0.0546875,0.46,34.72901778,9:02:34,go change in WC
197,84,611,0,5,0.03125,0.456,34.72901778,9:02:35,go change in WC
198,93,611,0,5,0.0546875,0.463,34.75349187,9:02:36,go change in WC
199,91,938,0,5,0.04296875,0.455,34.70455195,9:02:37,go change in WC
200,91,938,0,5,0.01953125,0.46,34.72901778,9:02:38,go change in WC
201,91,938,0,5,0.01953125,0.455,34.75349187,9:02:39,go change in WC
202,91,938,0,5,0.0234375,0.46,34.72901778,9:02:40,go change in WC
203,91,897,0,5,0.0234375,0.451,34.72901778,9:02:41,go change in WC
204,86,897,0,5,0.01953125,0.46,34.70455195,9:02:42,go change in WC
205,83,897,0,5,0.0390625,0.459,34.77797424,9:02:43,go change in WC
206,83,951,0,5,0.09765625,0.46,34.72901778,9:02:44,go change in WC
207,79,951,0,5,0.046875,0.455,34.72901778,9:02:45,go change in WC
208,81,829,0,5,0.03125,0.46,34.72901778,9:02:46,go change in WC
209,76,829,0,5,0.02734375,0.463,34.72901778,9:02:47,go change in WC
210,72,829,0,5,0.02734375,0.46,34.68009435,9:02:48,go change in WC
211,72,1033,0,6,0.12109375,0.46,34.72901778,9:02:49,go change in WC
212,76,1033,0,6,0.078125,0.455,34.72901778,9:02:50,go change in WC
213,74,1033,0,6,0.05078125,0.467,34.70455195,9:02:51,go change in WC
214,74,1033,0,6,0.1796875,0.463,34.72901778,9:02:52,go change in WC
215,74,1033,0,6,0.0625,0.468,34.75349187,9:02:53,go change in WC
216,72,2610,0,6,0.06640625,0.472,34.70455195,9:02:54,go change in WC
217,69,2610,0,6,0.109375,0.475,34.72901778,9:02:55,go change in WC
218,69,788,0,6,0.08984375,0.463,34.72901778,9:02:56,go change in WC
219,69,788,0,6,0.08203125,0.479,34.70455195,9:02:57,go change in WC
220,68,788,0,6,0.05859375,0.475,34.72901778,9:02:58,go change in WC
221,68,761,0,6,0.06640625,0.479,34.72901778,9:02:59,go change in WC
222,68,761,0,6,0.05078125,0.48,34.72901778,9:03:00,go change in WC
223,66,761,0,6,0.09375,0.483,34.72901778,9:03:01,go change in WC
224,66,1495,0,6,0.08203125,0.48,34.70455195,9:03:02,go change in WC
225,65,1495,0,6,0.0859375,0.479,34.70455195,9:03:03,go change in WC
226,64,1495,0,6,0.0703125,0.484,34.68009435,9:03:04,go change in WC
227,64,1033,0,6,0.03125,0.479,34.70455195,9:03:05,go change in WC
228,63,1033,0,6,0.0234375,0.48,34.70455195,9:03:06,go change in WC
229,61,1033,0,6,0.03515625,0.475,34.72901778,9:03:07,go change in WC
230,61,938,0,6,0.01953125,0.475,34.70455195,9:03:08,go change in WC
231,61,938,0,6,0.04296875,0.475,34.65564497,9:03:09,go change in WC
232,62,938,0,6,0.05859375,0.479,34.68009435,9:03:10,go change in WC
233,62,598,0,6,0.03515625,0.479,34.70455195,9:03:11,go change in WC
234,63,598,0,6,0.04296875,0.496,34.70455195,9:03:12,go change in WC
235,62,598,0,6,0.046875,0.5,34.68009435,9:03:13,go change in WC
236,62,911,0,6,0.01953125,0.524,34.68009435,9:03:14,go change in WC
237,61,911,0,6,0.05078125,0.52,34.65564497,9:03:15,go change in WC
238,61,911,0,6,0.0546875,0.539,34.68009435,9:03:16,go change in WC
239,61,829,0,6,0.03515625,0.548,34.68009435,9:03:17,go change in WC
240,61,829,0,6,0.01953125,0.555,34.65564497,9:03:18,go change in WC
241,61,829,0,6,0.04296875,0.544,34.68009435,9:03:19,go change in WC
242,61,707,0,6,0.03125,0.556,34.68009435,9:03:20,go change in WC
243,61,707,0,6,0.04296875,0.56,34.68009435,9:03:21,go change in WC
244,64,707,0,6,0.046875,0.539,34.65564497,9:03:22,go change in WC
245,68,598,0,6,0.046875,0.56,34.65564497,9:03:23,go change in WC
246,69,598,0,6,0.03125,0.56,34.65564497,9:03:24,go change in WC
247,70,598,0,6,0.0625,0.548,34.65564497,9:03:25,go change in WC
248,73,815,0,6,0.0859375,0.539,34.65564497,9:03:26,go change in WC
249,73,815,0,6,0.05859375,0.548,34.6312038,9:03:27,go change in WC
250,73,815,0,6,0.0546875,0.384,34.65564497,9:03:28,go change in WC
251,73,965,0,6,0.0625,0.379,34.65564497,9:03:29,go change in WC
252,73,965,0,6,0.046875,0.387,34.65564497,9:03:30,go change in WC
253,73,965,0,6,0.15234375,0.376,34.65564497,9:03:31,go change in WC
254,73,965,0,6,0.09765625,0.391,34.6312038,9:03:32,go change in WC
255,73,1087,0,6,0.1015625,0.388,34.6312038,9:03:33,go change in WC
256,73,911,0,6,0.10546875,0.379,34.6312038,9:03:34,go change in WC
257,76,911,0,6,0.09375,0.384,34.65564497,9:03:35,go change in WC
258,89,911,0,6,0.0625,0.395,34.6312038,9:03:36,go change in WC
259,90,1631,0,6,0.13671875,0.384,34.6312038,9:03:37,go change in WC
260,99,1631,0,6,0.1015625,0.371,34.6312038,9:03:38,go change in WC
261,99,1631,0,6,0.1328125,0.388,34.6312038,9:03:39,go change in WC
262,103,1291,0,6,0.0390625,0.396,34.6312038,9:03:40,go change in WC
263,113,1291,0,6,0.0390625,0.383,34.60677081,9:03:41,go change in WC
264,113,1115,0,6,0.046875,0.379,34.60677081,9:03:42,go change in WC
265,113,1115,0,6,0.0390625,0.384,34.6312038,9:03:43,go change in WC
266,108,1115,0,6,0.0859375,0.4,34.60677081,9:03:44,go change in WC
267,108,1196,0,6,0.05859375,0.375,34.60677081,9:03:45,go change in WC
268,103,1196,0,6,0.0546875,0.384,34.55792934,9:03:46,go change in WC
269,103,1196,0,6,0.046875,0.391,34.60677081,9:03:47,go change in WC
270,103,1006,0,6,0.03515625,0.392,34.60677081,9:03:48,go change in WC
271,109,1006,0,6,0.03125,0.375,34.60677081,9:03:49,go change in WC
272,109,639,0,6,0.03125,0.388,34.60677081,9:03:50,go change in WC
273,107,639,0,6,0.03125,0.387,34.582346,9:03:51,go change in WC
274,104,639,0,6,0.03125,0.399,34.582346,9:03:52,go change in WC
275,104,666,0,6,0.01953125,0.376,34.582346,9:03:53,go change in WC
276,104,666,0,6,0.02734375,0.391,34.60677081,9:03:54,go change in WC
277,104,666,0,6,0.0390625,0.384,34.582346,9:03:55,go change in WC
278,104,652,0,6,0.02734375,0.392,34.582346,9:03:56,go change in WC
279,108,652,0,6,0.03515625,0.399,34.582346,9:03:57,go change in WC
280,108,1019,0,6,0.0234375,0.379,34.582346,9:03:58,go change in WC
281,109,1019,0,6,0.0234375,0.388,34.55792934,9:03:59,go change in WC
282,111,1019,0,6,0.01953125,0.387,34.55792934,9:04:00,go change in WC
283,117,1128,0,6,0.01953125,0.388,34.55792934,9:04:01,go change in WC
284,121,1128,0,6,0.03125,0.388,34.582346,9:04:02,go change in WC
285,121,1128,0,6,0.01953125,0.391,34.55792934,9:04:03,go change in WC
286,128,992,0,6,0.03515625,0.396,34.55792934,9:04:04,go change in WC
287,126,992,0,6,0.02734375,0.375,34.55792934,9:04:05,go change in WC
288,127,815,0,6,0.1484375,0.387,34.55792934,9:04:06,go change in WC
289,129,815,0,6,0.16796875,0.392,34.55792934,9:04:07,go change in WC
290,129,815,0,6,0.1796875,0.399,34.55792934,9:04:08,go change in WC
291,131,815,0,6,0.1640625,0.375,34.55792934,9:04:09,go change in WC
292,131,856,0,6,0.16015625,0.392,34.55792934,9:04:10,go change in WC
293,131,856,0,6,0.125,0.392,34.53352082,9:04:11,go change in WC
294,131,856,0,6,0.0546875,0.391,34.55792934,9:04:12,go change in WC
295,131,856,0,6,0.2109375,0.392,34.582346,9:04:13,go change in WC
296,134,965,0,7,0.15625,0.383,34.60677081,9:04:14,go change in WC
297,134,965,0,7,0.12109375,0.388,34.55792934,9:04:15,go change in WC
298,133,707,0,7,0.0625,0.396,34.582346,9:04:16,go change in WC
299,137,707,0,7,0.08203125,0.395,34.53352082,9:04:17,go change in WC
300,141,707,0,7,0.04296875,0.399,34.55792934,9:04:18,go change in WC
301,144,1142,0,7,0.02734375,0.379,34.55792934,9:04:19,go change in WC
302,138,1142,0,7,0.03515625,0.399,34.53352082,9:04:20,go change in WC
303,135,1237,0,7,0.03125,0.4,34.53352082,9:04:21,go change in WC
304,135,1237,0,7,0.0234375,0.403,34.55792934,9:04:22,go change in WC
305,130,1237,0,7,0.046875,0.391,34.55792934,9:04:23,go change in WC
306,123,1346,0,7,0.03125,0.392,34.53352082,9:04:24,go change in WC
307,120,1346,0,7,0.01953125,0.399,34.53352082,9:04:25,go change in WC
308,119,979,0,7,0.03125,0.403,34.53352082,9:04:26,go change in WC
309,113,979,0,7,0.05078125,0.399,34.53352082,9:04:27,go change in WC
310,113,897,0,7,0.03125,0.395,34.53352082,9:04:28,go change in WC
311,109,897,0,7,0.01953125,0.4,34.53352082,9:04:29,go change in WC
312,109,897,0,7,0.05078125,0.403,34.55792934,9:04:30,go change in WC
313,103,734,0,7,0.03515625,0.415,34.53352082,9:04:31,go change in WC
314,103,734,0,7,0.0390625,0.392,34.55792934,9:04:32,go change in WC
315,105,965,0,7,0.02734375,0.408,34.53352082,9:04:33,go change in WC
316,105,965,0,7,0.02734375,0.403,34.53352082,9:04:34,go change in WC
317,106,924,0,7,0.03515625,0.419,34.53352082,9:04:35,go change in WC
318,104,924,0,7,0.03515625,0.412,34.53352082,9:04:36,go change in WC
319,103,992,0,7,0.0234375,0.411,34.53352082,9:04:37,go change in WC
320,102,992,0,7,0.02734375,0.412,34.50912042,9:04:38,go change in WC
321,102,992,0,7,0.04296875,0.412,34.53352082,9:04:39,go change in WC
322,104,938,0,7,0.01953125,0.415,34.53352082,9:04:40,go change in WC
323,107,938,0,7,0.0390625,0.416,34.53352082,9:04:41,go change in WC
324,107,938,0,7,0.0234375,0.415,34.53352082,9:04:42,go change in WC
325,107,1346,0,7,0.0390625,0.416,34.53352082,9:04:43,go change in WC
326,112,1346,0,7,0.0234375,0.412,34.53352082,9:04:44,go change in WC
327,112,1346,0,7,0,0.423,34.55792934,9:04:45,go change in WC
328,118,1142,0,7,0.14453125,0.411,34.53352082,9:04:46,go change in WC
329,118,1142,0,7,0.16015625,0.416,34.53352082,9:04:47,go change in WC
330,120,1142,0,8,0.27734375,0.416,34.55792934,9:04:48,go change in WC
331,118,3834,0,8,0.04296875,0.423,34.53352082,9:04:49,go change in WC
332,118,3834,0,8,0.02734375,0.415,34.53352082,9:04:50,go change in WC
333,118,489,0,8,0.0546875,0.412,34.53352082,9:04:51,go change in WC
334,118,489,0,8,0.03515625,0.423,34.50912042,9:04:52,go change in WC
335,121,489,0,8,0.02734375,0.416,34.53352082,9:04:53,go change in WC
336,121,639,0,8,0.0390625,0.423,34.53352082,9:04:54,go change in WC
337,131,639,0,8,0.01953125,0.436,34.53352082,9:04:55,go change in WC
338,131,965,0,8,0.03125,0.431,34.53352082,9:04:56,go change in WC
339,128,965,0,8,0.03125,0.42,34.53352082,9:04:57,go change in WC
340,124,979,0,8,0.03515625,0.427,34.53352082,9:04:58,go change in WC
341,124,979,0,8,0.01953125,0.435,34.53352082,9:04:59,go change in WC
342,124,979,0,8,0.0234375,0.436,34.50912042,9:05:00,go change in WC
343,119,815,0,8,0.0234375,0.42,34.53352082,9:05:01,go change in WC
344,120,815,0,8,0.01953125,0.431,34.53352082,9:05:02,go change in WC
345,120,897,0,8,0.04296875,0.427,34.53352082,9:05:03,go change in WC
346,120,897,0,8,0.01953125,0.436,34.53352082,9:05:04,go change in WC
347,120,843,0,8,0.015625,0.432,34.53352082,9:05:05,go change in WC
348,116,843,0,8,0.01953125,0.432,34.46034392,9:05:06,go change in WC
349,115,1196,0,9,0.15625,0.435,34.53352082,9:05:07,go change in WC
350,115,1196,0,9,0.1484375,0.448,34.53352082,9:05:08,go change in WC
351,115,1196,0,9,0.03515625,0.435,34.53352082,9:05:09,go change in WC
352,117,1101,0,9,0.02734375,0.444,34.53352082,9:05:10,go change in WC
353,117,1101,0,9,0.0234375,0.432,34.53352082,9:05:11,go change in WC
354,115,1142,0,9,0.0234375,0.439,34.50912042,9:05:12,go change in WC
355,115,1142,0,9,0.01953125,0.443,34.55792934,9:05:13,go change in WC
356,113,693,0,9,0.03125,0.448,34.53352082,9:05:14,go change in WC
357,114,693,0,9,0.02734375,0.443,34.53352082,9:05:15,go change in WC
358,114,938,0,9,0.015625,0.443,34.53352082,9:05:16,go change in WC
359,114,938,0,9,0.0234375,0.448,34.53352082,9:05:17,go change in WC
360,114,883,0,9,0.015625,0.447,34.53352082,9:05:18,go change in WC
361,115,883,0,9,0.01953125,0.432,34.53352082,9:05:19,go change in WC
362,115,938,0,9,0.03125,0.443,34.53352082,9:05:20,go change in WC
363,108,938,0,9,0.015625,0.436,34.53352082,9:05:21,go change in WC
364,108,734,0,9,0.015625,0.435,34.55792934,9:05:22,go change in WC
365,108,734,0,9,0.01953125,0.436,34.53352082,9:05:23,go change in WC
366,108,1183,0,9,0.08203125,0.447,34.53352082,9:05:24,go change in WC
367,117,1183,0,9,0.0234375,0.427,34.53352082,9:05:25,go change in WC
