,heart_rate,tidal_volume_adjusted,cadence,step,activity,NN_interval,temperature_celcius,time,Activity
90,61,1128,0,6,0.01953125,0.716,32.10733679,13:18:16,dressing for garden work / prepare tools
91,61,1128,0,6,0.015625,0.711,32.10733679,13:18:17,dressing for garden work / prepare tools
92,60,1128,0,6,0,0.7,32.10733679,13:18:18,dressing for garden work / prepare tools
93,60,1128,0,6,0,0.703,32.13100522,13:18:19,dressing for garden work / prepare tools
94,59,938,0,6,0.0390625,0.695,32.13100522,13:18:20,dressing for garden work / prepare tools
95,59,938,0,6,0.03125,0.683,32.15468022,13:18:21,dressing for garden work / prepare tools
96,58,938,0,6,0,0.692,32.15468022,13:18:22,dressing for garden work / prepare tools
97,58,938,0,6,0.0234375,0.7,32.1783618,13:18:23,dressing for garden work / prepare tools
98,58,938,0,6,0.015625,0.692,32.1783618,13:18:24,dressing for garden work / prepare tools
99,58,938,0,6,0.015625,0.692,32.15468022,13:18:25,dressing for garden work / prepare tools
100,59,938,0,6,0.015625,0.703,32.15468022,13:18:26,dressing for garden work / prepare tools
101,59,761,0,6,0.0234375,0.68,32.1783618,13:18:27,dressing for garden work / prepare tools
102,60,761,0,6,0,0.692,32.15468022,13:18:28,dressing for garden work / prepare tools
103,60,761,0,6,0,0.683,32.1783618,13:18:29,dressing for garden work / prepare tools
104,60,761,0,6,0,0.676,32.1783618,13:18:30,dressing for garden work / prepare tools
105,60,639,0,6,0,0.671,32.20204998,13:18:31,dressing for garden work / prepare tools
106,59,639,0,6,0,0.668,32.20204998,13:18:32,dressing for garden work / prepare tools
107,59,639,0,6,0,0.655,32.20204998,13:18:33,dressing for garden work / prepare tools
108,58,639,0,6,0,0.652,32.2494462,13:18:34,dressing for garden work / prepare tools
109,57,870,0,6,0,0.652,32.22574478,13:18:35,dressing for garden work / prepare tools
110,57,870,0,6,0,0.652,32.22574478,13:18:36,dressing for garden work / prepare tools
111,57,870,0,6,0,0.647,32.22574478,13:18:37,dressing for garden work / prepare tools
112,57,870,0,6,0,0.647,32.22574478,13:18:38,dressing for garden work / prepare tools
113,57,815,0,6,0,0.663,32.22574478,13:18:39,dressing for garden work / prepare tools
114,57,815,0,6,0.01953125,0.66,32.22574478,13:18:40,dressing for garden work / prepare tools
115,57,815,0,6,0.015625,0.66,32.2494462,13:18:41,dressing for garden work / prepare tools
116,57,815,0,6,0.0625,0.663,32.29686897,13:18:42,dressing for garden work / prepare tools
117,57,802,0,6,0.0625,0.655,32.2494462,13:18:43,dressing for garden work / prepare tools
118,57,802,0,6,0.08984375,0.652,32.27315426,13:18:44,dressing for garden work / prepare tools
119,57,802,0,6,0.1171875,0.652,32.27315426,13:18:45,dressing for garden work / prepare tools
120,57,938,0,6,0.08984375,0.644,32.2494462,13:18:46,dressing for garden work / prepare tools
121,57,938,0,7,0.15625,0.651,32.27315426,13:18:47,dressing for garden work / prepare tools
122,58,938,0,8,0.125,0.656,32.27315426,13:18:48,dressing for garden work / prepare tools
123,59,747,0,8,0.12109375,0.655,32.27315426,13:18:49,dressing for garden work / prepare tools
124,60,747,0,8,0.078125,0.659,32.29686897,13:18:50,dressing for garden work / prepare tools
125,61,747,0,8,0.06640625,0.644,32.29686897,13:18:51,dressing for garden work / prepare tools
126,62,462,0,8,0.078125,0.652,32.29686897,13:18:52,dressing for garden work / prepare tools
127,62,462,0,9,0.12109375,0.648,32.32059036,13:18:53,dressing for garden work / prepare tools
128,63,924,0,9,0.13671875,0.635,32.32059036,13:18:54,dressing for garden work / prepare tools
129,64,924,0,9,0.13671875,0.635,32.32059036,13:18:55,dressing for garden work / prepare tools
130,64,924,0,9,0.1328125,0.627,32.32059036,13:18:56,dressing for garden work / prepare tools
131,65,924,0,9,0.16796875,0.612,32.34431843,13:18:57,dressing for garden work / prepare tools
132,65,326,0,9,0.1796875,0.611,32.34431843,13:18:58,dressing for garden work / prepare tools
133,65,326,0,10,0.17578125,0.62,32.34431843,13:18:59,dressing for garden work / prepare tools
134,65,1183,0,10,0.1328125,0.612,32.34431843,13:19:00,dressing for garden work / prepare tools
135,66,1183,0,10,0.10546875,0.624,32.34431843,13:19:01,dressing for garden work / prepare tools
136,66,1183,0,10,0.10546875,0.619,32.36805321,13:19:02,dressing for garden work / prepare tools
137,66,1183,0,10,0.05078125,0.635,32.36805321,13:19:03,dressing for garden work / prepare tools
138,66,761,0,10,0.20703125,0.652,32.36805321,13:19:04,dressing for garden work / prepare tools
139,66,761,0,12,0.265625,0.652,32.36805321,13:19:05,dressing for garden work / prepare tools
140,67,761,0,14,0.16015625,0.659,32.3917947,13:19:06,dressing for garden work / prepare tools
141,67,856,0,14,0.09765625,0.688,32.3917947,13:19:07,dressing for garden work / prepare tools
142,67,856,0,16,0.3046875,0.695,32.3917947,13:19:08,dressing for garden work / prepare tools
143,67,856,0,17,0.20703125,0.68,32.3917947,13:19:09,dressing for garden work / prepare tools
144,67,1319,0,19,0.25,0.688,32.3917947,13:19:10,dressing for garden work / prepare tools
145,68,1319,60,20,0.2421875,0.671,32.3917947,13:19:11,dressing for garden work / prepare tools
146,72,1074,81,22,0.23828125,0.66,32.41554291,13:19:12,dressing for garden work / prepare tools
147,75,1074,92,24,0.26953125,0.655,32.41554291,13:19:13,dressing for garden work / prepare tools
148,76,897,97,24,0.1015625,0.652,32.41554291,13:19:14,dressing for garden work / prepare tools
149,77,897,98,24,0.0234375,0.655,32.43929788,13:19:15,dressing for garden work / prepare tools
150,78,897,81,24,0.015625,0.644,32.41554291,13:19:16,dressing for garden work / prepare tools
151,78,489,39,24,0.015625,0.644,32.43929788,13:19:17,dressing for garden work / prepare tools
152,78,489,0,24,0.1015625,0.648,32.43929788,13:19:18,dressing for garden work / prepare tools
153,79,489,0,24,0.09765625,0.644,32.43929788,13:19:19,dressing for garden work / prepare tools
154,81,489,0,24,0.0703125,0.639,32.43929788,13:19:20,dressing for garden work / prepare tools
155,81,2434,0,24,0.1171875,0.648,32.43929788,13:19:21,dressing for garden work / prepare tools
156,81,2434,0,24,0.1171875,0.655,32.4630596,13:19:22,dressing for garden work / prepare tools
157,81,2434,0,24,0.140625,0.652,32.43929788,13:19:23,dressing for garden work / prepare tools
158,80,2434,0,25,0.265625,0.663,32.48682809,13:19:24,dressing for garden work / prepare tools
159,79,1101,0,25,0.09765625,0.672,32.48682809,13:19:25,dressing for garden work / prepare tools
160,79,1101,0,25,0.19140625,0.672,32.48682809,13:19:26,dressing for garden work / prepare tools
161,79,1101,0,25,0.125,0.683,32.48682809,13:19:27,dressing for garden work / prepare tools
162,76,1101,0,26,0.18359375,0.683,32.4630596,13:19:28,dressing for garden work / prepare tools
163,74,1101,0,26,0.2265625,0.667,32.48682809,13:19:29,dressing for garden work / prepare tools
164,74,1101,0,28,0.171875,0.676,32.48682809,13:19:30,dressing for garden work / prepare tools
165,76,652,0,29,0.1953125,0.671,32.48682809,13:19:31,dressing for garden work / prepare tools
166,77,652,0,30,0.16796875,0.656,32.48682809,13:19:32,dressing for garden work / prepare tools
167,79,652,0,31,0.171875,0.644,32.48682809,13:19:33,dressing for garden work / prepare tools
168,79,911,0,32,0.19140625,0.651,32.51060337,13:19:34,dressing for garden work / prepare tools
169,80,911,0,32,0.08984375,0.636,32.51060337,13:19:35,dressing for garden work / prepare tools
170,82,911,41,33,0.22265625,0.631,32.48682809,13:19:36,dressing for garden work / prepare tools
171,84,1332,52,35,0.17578125,0.64,32.48682809,13:19:37,dressing for garden work / prepare tools
172,85,1332,58,36,0.17578125,0.639,32.51060337,13:19:38,dressing for garden work / prepare tools
173,88,1332,58,36,0.109375,0.636,32.53438546,13:19:39,dressing for garden work / prepare tools
174,91,1101,48,36,0.11328125,0.627,32.53438546,13:19:40,dressing for garden work / prepare tools
175,93,1101,0,36,0.04296875,0.644,32.5819701,13:19:41,dressing for garden work / prepare tools
176,93,1101,0,36,0.14453125,0.639,32.53438546,13:19:42,dressing for garden work / prepare tools
177,93,1183,0,36,0.1015625,0.632,32.53438546,13:19:43,dressing for garden work / prepare tools
178,93,1183,0,36,0.12109375,0.648,32.53438546,13:19:44,dressing for garden work / prepare tools
179,92,1183,0,36,0.125,0.647,32.53438546,13:19:45,dressing for garden work / prepare tools
180,94,1006,0,36,0.1328125,0.644,32.55817437,13:19:46,dressing for garden work / prepare tools
181,94,1006,0,36,0.140625,0.655,32.53438546,13:19:47,dressing for garden work / prepare tools
182,94,1223,0,36,0.09765625,0.66,32.55817437,13:19:48,dressing for garden work / prepare tools
183,94,1223,0,36,0.09375,0.652,32.55817437,13:19:49,dressing for garden work / prepare tools
184,93,1223,0,36,0.05859375,0.659,32.55817437,13:19:50,dressing for garden work / prepare tools
185,93,734,0,36,0.046875,0.66,32.55817437,13:19:51,dressing for garden work / prepare tools
186,92,734,0,36,0.0546875,0.655,32.55817437,13:19:52,dressing for garden work / prepare tools
187,92,734,0,36,0.08984375,0.655,32.55817437,13:19:53,dressing for garden work / prepare tools
188,91,897,0,36,0.08203125,0.656,32.5819701,13:19:54,dressing for garden work / prepare tools
189,91,897,0,36,0.046875,0.651,32.5819701,13:19:55,dressing for garden work / prepare tools
190,90,1183,0,36,0.02734375,0.66,32.5819701,13:19:56,dressing for garden work / prepare tools
191,90,1183,0,36,0.0234375,0.652,32.55817437,13:19:57,dressing for garden work / prepare tools
192,90,1183,0,36,0.01953125,0.659,32.55817437,13:19:58,dressing for garden work / prepare tools
193,89,1115,0,36,0.01953125,0.656,32.62958214,13:19:59,dressing for garden work / prepare tools
194,88,1115,0,36,0,0.659,32.5819701,13:20:00,dressing for garden work / prepare tools
195,87,1115,0,36,0.01953125,0.523,32.5819701,13:20:01,dressing for garden work / prepare tools
196,87,1155,0,36,0.0234375,0.524,32.5819701,13:20:02,dressing for garden work / prepare tools
197,87,1155,0,36,0.05859375,0.527,32.5819701,13:20:03,dressing for garden work / prepare tools
198,87,1155,0,36,0.05078125,0.528,32.60577269,13:20:04,dressing for garden work / prepare tools
199,87,1210,0,36,0.0390625,0.523,32.5819701,13:20:05,dressing for garden work / prepare tools
200,87,1210,0,36,0.05859375,0.527,32.60577269,13:20:06,dressing for garden work / prepare tools
201,86,1210,0,36,0.0859375,0.528,32.60577269,13:20:07,dressing for garden work / prepare tools
202,86,1400,0,36,0.1328125,0.531,32.60577269,13:20:08,dressing for garden work / prepare tools
203,86,1400,0,36,0.046875,0.532,32.62958214,13:20:09,dressing for garden work / prepare tools
204,86,1400,0,36,0.03125,0.536,32.60577269,13:20:10,dressing for garden work / prepare tools
205,86,1047,0,36,0.0390625,0.539,32.60577269,13:20:11,dressing for garden work / prepare tools
206,86,1047,0,36,0.05078125,0.532,32.62958214,13:20:12,dressing for garden work / prepare tools
207,86,1047,0,36,0.0859375,0.531,32.60577269,13:20:13,dressing for garden work / prepare tools
208,86,1196,0,36,0.1015625,0.532,32.60577269,13:20:14,dressing for garden work / prepare tools
209,85,1196,0,36,0.15234375,0.528,32.65339847,13:20:15,dressing for garden work / prepare tools
210,85,1196,0,37,0.1640625,0.523,32.62958214,13:20:16,dressing for garden work / prepare tools
211,84,1142,0,37,0.1796875,0.527,32.62958214,13:20:17,dressing for garden work / prepare tools
212,84,1142,0,38,0.1875,0.532,32.65339847,13:20:18,dressing for garden work / prepare tools
213,84,1359,0,39,0.30078125,0.532,32.62958214,13:20:19,dressing for garden work / prepare tools
214,84,1359,0,39,0.1796875,0.523,32.60577269,13:20:20,dressing for garden work / prepare tools
215,83,1359,0,39,0.01953125,0.531,32.62958214,13:20:21,dressing for garden work / prepare tools
216,83,965,0,39,0.17578125,0.532,32.62958214,13:20:22,dressing for garden work / prepare tools
217,82,965,0,40,0.20703125,0.532,32.65339847,13:20:23,dressing for garden work / prepare tools
218,82,1128,0,41,0.25,0.531,32.65339847,13:20:24,dressing for garden work / prepare tools
219,82,1128,0,43,0.22265625,0.536,32.65339847,13:20:25,dressing for garden work / prepare tools
220,82,1128,0,43,0.1171875,0.539,32.65339847,13:20:26,dressing for garden work / prepare tools
221,85,843,0,43,0.14453125,0.543,32.62958214,13:20:27,dressing for garden work / prepare tools
222,84,843,0,43,0.1171875,0.552,32.62958214,13:20:28,dressing for garden work / prepare tools
223,84,843,0,43,0.08984375,0.552,32.65339847,13:20:29,dressing for garden work / prepare tools
224,84,1196,0,43,0.05078125,0.551,32.65339847,13:20:30,dressing for garden work / prepare tools
225,84,1196,0,43,0.02734375,0.548,32.65339847,13:20:31,dressing for garden work / prepare tools
226,84,1196,0,43,0.0703125,0.559,32.62958214,13:20:32,dressing for garden work / prepare tools
227,84,1223,0,43,0.1015625,0.556,32.60577269,13:20:33,dressing for garden work / prepare tools
228,83,1223,0,43,0.06640625,0.551,32.65339847,13:20:34,dressing for garden work / prepare tools
229,82,965,0,43,0.05078125,0.556,32.67722169,13:20:35,dressing for garden work / prepare tools
230,82,965,0,43,0.03515625,0.559,32.65339847,13:20:36,dressing for garden work / prepare tools
231,82,965,0,43,0.03515625,0.56,32.67722169,13:20:37,dressing for garden work / prepare tools
232,83,965,0,43,0.05859375,0.556,32.65339847,13:20:38,dressing for garden work / prepare tools
233,83,788,0,43,0.05859375,0.559,32.67722169,13:20:39,dressing for garden work / prepare tools
234,82,788,0,43,0.0234375,0.556,32.62958214,13:20:40,dressing for garden work / prepare tools
235,82,883,0,43,0.02734375,0.555,32.67722169,13:20:41,dressing for garden work / prepare tools
236,82,883,0,43,0.046875,0.552,32.62958214,13:20:42,dressing for garden work / prepare tools
237,82,883,0,43,0.11328125,0.551,32.67722169,13:20:43,dressing for garden work / prepare tools
238,82,802,0,43,0.08984375,0.548,32.67722169,13:20:44,dressing for garden work / prepare tools
239,82,802,0,43,0.046875,0.547,32.67722169,13:20:45,dressing for garden work / prepare tools
240,80,802,0,43,0.06640625,0.548,32.67722169,13:20:46,dressing for garden work / prepare tools
241,80,802,0,43,0.0390625,0.547,32.67722169,13:20:47,dressing for garden work / prepare tools
242,80,938,0,43,0.1015625,0.552,32.67722169,13:20:48,dressing for garden work / prepare tools
243,80,938,0,43,0.06640625,0.552,32.67722169,13:20:49,dressing for garden work / prepare tools
244,80,1006,0,43,0.03515625,0.547,32.67722169,13:20:50,dressing for garden work / prepare tools
245,80,1006,0,43,0.08203125,0.548,32.67722169,13:20:51,dressing for garden work / prepare tools
246,80,1006,0,43,0.03125,0.543,32.70105181,13:20:52,dressing for garden work / prepare tools
247,80,639,0,43,0.0390625,0.548,32.70105181,13:20:53,dressing for garden work / prepare tools
248,80,639,0,43,0.04296875,0.543,32.70105181,13:20:54,dressing for garden work / prepare tools
249,80,1332,0,43,0.0859375,0.543,32.70105181,13:20:55,dressing for garden work / prepare tools
250,82,1332,0,43,0.12109375,0.544,32.70105181,13:20:56,dressing for garden work / prepare tools
251,82,1332,0,43,0.0625,0.535,32.70105181,13:20:57,dressing for garden work / prepare tools
252,83,1387,0,43,0.046875,0.539,32.70105181,13:20:58,dressing for garden work / prepare tools
253,83,1387,0,43,0.04296875,0.54,32.70105181,13:20:59,dressing for garden work / prepare tools
254,83,1332,0,43,0.0859375,0.539,32.72488886,13:21:00,dressing for garden work / prepare tools
255,83,1332,0,43,0.03125,0.543,32.70105181,13:21:01,dressing for garden work / prepare tools
256,89,1332,0,43,0.01953125,0.547,32.72488886,13:21:02,dressing for garden work / prepare tools
257,91,788,0,43,0.0546875,0.556,32.72488886,13:21:03,dressing for garden work / prepare tools
258,97,788,0,43,0.0625,0.552,32.72488886,13:21:04,dressing for garden work / prepare tools
259,93,1142,0,43,0.01953125,0.548,32.74873285,13:21:05,dressing for garden work / prepare tools
260,93,1142,0,43,0,0.555,32.72488886,13:21:06,dressing for garden work / prepare tools
261,92,1142,0,43,0,0.552,32.70105181,13:21:07,dressing for garden work / prepare tools
262,91,530,0,43,0,0.556,32.77258379,13:21:08,dressing for garden work / prepare tools
263,90,530,0,43,0.01953125,0.559,32.72488886,13:21:09,dressing for garden work / prepare tools
264,90,530,0,43,0.109375,0.568,32.72488886,13:21:10,dressing for garden work / prepare tools
265,89,611,0,43,0.0546875,0.556,32.72488886,13:21:11,dressing for garden work / prepare tools
266,89,611,0,43,0.09375,0.563,32.70105181,13:21:12,dressing for garden work / prepare tools
267,89,611,0,43,0.04296875,0.563,32.72488886,13:21:13,dressing for garden work / prepare tools
268,89,1278,0,43,0.03125,0.559,32.74873285,13:21:14,dressing for garden work / prepare tools
269,87,1278,0,43,0.07421875,0.568,32.72488886,13:21:15,dressing for garden work / prepare tools
270,88,1278,0,43,0.05078125,0.567,32.72488886,13:21:16,dressing for garden work / prepare tools
271,86,775,0,43,0.0625,0.56,32.72488886,13:21:17,dressing for garden work / prepare tools
272,86,775,0,43,0.08203125,0.551,32.72488886,13:21:18,dressing for garden work / prepare tools
273,88,775,0,43,0.12109375,0.556,32.74873285,13:21:19,dressing for garden work / prepare tools
274,90,1264,0,43,0.16796875,0.559,32.72488886,13:21:20,dressing for garden work / prepare tools
275,89,1264,0,44,0.06640625,0.552,32.74873285,13:21:21,dressing for garden work / prepare tools
276,89,1264,0,44,0.11328125,0.556,32.74873285,13:21:22,dressing for garden work / prepare tools
277,92,611,0,44,0.14453125,0.552,32.77258379,13:21:23,dressing for garden work / prepare tools
278,99,611,0,46,0.26171875,0.556,32.74873285,13:21:24,dressing for garden work / prepare tools
279,99,611,0,48,0.26953125,0.643,32.77258379,13:21:25,dressing for garden work / prepare tools
280,99,1373,0,48,0.2109375,0.66,32.74873285,13:21:26,dressing for garden work / prepare tools
281,99,1373,0,50,0.43359375,0.655,32.74873285,13:21:27,dressing for garden work / prepare tools
282,99,1373,0,51,0.37890625,0.672,32.77258379,13:21:28,dressing for garden work / prepare tools
283,104,1414,38,53,0.3359375,0.695,32.74873285,13:21:29,dressing for garden work / prepare tools
284,104,1414,70,55,0.27734375,0.684,32.77258379,13:21:30,dressing for garden work / prepare tools
285,108,598,90,57,0.3203125,0.679,32.77258379,13:21:31,dressing for garden work / prepare tools
286,113,598,101,58,0.33203125,0.688,32.77258379,13:21:32,dressing for garden work / prepare tools
287,117,1332,106,60,0.33203125,0.679,32.77258379,13:21:33,dressing for garden work / prepare tools
288,118,1332,107,62,0.33203125,0.664,32.77258379,13:21:34,dressing for garden work / prepare tools
289,118,1332,108,64,0.296875,0.655,32.77258379,13:21:35,dressing for garden work / prepare tools
290,114,951,107,66,0.32421875,0.655,32.77258379,13:21:36,dressing for garden work / prepare tools
291,110,951,107,67,0.328125,0.668,32.77258379,13:21:37,dressing for garden work / prepare tools
292,108,951,106,69,0.33984375,0.672,32.77258379,13:21:38,dressing for garden work / prepare tools
293,108,1536,105,71,0.30859375,0.667,32.7964417,13:21:39,dressing for garden work / prepare tools
294,105,1536,104,73,0.33984375,0.688,32.77258379,13:21:40,dressing for garden work / prepare tools
295,105,1183,104,74,0.30859375,0.704,32.74873285,13:21:41,dressing for garden work / prepare tools
296,104,1183,104,76,0.3359375,0.703,32.77258379,13:21:42,dressing for garden work / prepare tools
297,103,1183,105,78,0.265625,0.72,32.77258379,13:21:43,dressing for garden work / prepare tools
298,101,1387,105,80,0.31640625,0.743,32.77258379,13:21:44,dressing for garden work / prepare tools
299,102,1387,104,81,0.28125,0.756,32.77258379,13:21:45,dressing for garden work / prepare tools
300,101,1387,103,82,0.203125,0.728,32.77258379,13:21:46,dressing for garden work / prepare tools
301,101,979,99,83,0.203125,0.715,32.77258379,13:21:47,dressing for garden work / prepare tools
302,101,979,92,83,0.12109375,0.711,32.77258379,13:21:48,dressing for garden work / prepare tools
303,103,979,71,83,0.18359375,0.679,32.72488886,13:21:49,dressing for garden work / prepare tools
304,104,924,33,83,0.1015625,0.668,32.77258379,13:21:50,dressing for garden work / prepare tools
305,105,924,0,83,0.09765625,0.652,32.77258379,13:21:51,dressing for garden work / prepare tools
306,102,924,0,83,0.0390625,0.635,32.74873285,13:21:52,dressing for garden work / prepare tools
307,107,924,0,83,0.01953125,0.643,32.74873285,13:21:53,dressing for garden work / prepare tools
